Date,SAP actual day
2022-03-24,8.4986
2022-03-25,7.9531
2022-03-26,6.9561
2022-03-27,7.4862
2022-03-28,8.1037
2022-03-29,8.7111
2022-03-30,9.2969
2022-03-31,9.8223
2022-04-01,9.7162
2022-04-02,9.4571
2022-04-03,8.2384
2022-04-04,8.0747
2022-04-05,7.82
2022-04-06,7.9241
2022-04-07,7.9493
2022-04-08,8.0839
2022-04-09,8.3124
2022-04-10,7.6413
2022-04-11,7.2038
2022-04-12,7.2717
2022-04-13,6.8162
2022-04-14,5.3292
2022-04-15,6.1771
2022-04-16,3.7784
2022-04-17,2.9299
2022-04-18,5.2525
2022-04-19,5.5755
2022-04-20,5.1257
2022-04-21,4.8477
2022-04-22,4.7229
2022-04-23,5.8759
2022-04-24,6.3342
2022-04-25,4.8825
2022-04-26,5.0469
2022-04-27,4.8316
2022-04-28,4.4529
2022-04-29,3.7543
2022-04-30,2.6741
2022-05-01,3.5129
2022-05-02,4.3594
2022-05-03,4.4307
2022-05-04,3.9246
2022-05-05,3.8416
2022-05-06,2.8888
2022-05-07,4.6836
2022-05-08,3.7626
2022-05-09,2.0452
2022-05-10,0.7407
2022-05-11,1.3846
2022-05-12,1.7463
2022-05-13,2.1435
2022-05-14,3.0943
2022-05-15,2.9106
2022-05-16,3.9903
2022-05-17,3.4206
2022-05-18,1.9554
2022-05-19,2.7638
2022-05-20,2.693
2022-05-21,3.3533
2022-05-22,4.1727
2022-05-23,4.4007
2022-05-24,4.1222
2022-05-25,3.5147
2022-05-26,3.1012
2022-05-27,4.4962
2022-05-28,5.3947
2022-05-29,5.275
2022-05-30,5.4322
2022-05-31,5.0216
2022-06-01,3.881
2022-06-02,3.9846
2022-06-03,4.2323
2022-06-04,4.2682
2022-06-05,4.76
2022-06-06,4.7675
2022-06-07,4.3398
2022-06-08,3.5625
2022-06-09,1.4633
2022-06-10,0.43
2022-06-11,3.7949
2022-06-12,4.7764
2022-06-13,4.993
2022-06-14,5.5463
2022-06-15,6.8668
2022-06-16,5.1021
2022-06-17,4.8321
2022-06-18,5.741
2022-06-19,6.2438
2022-06-20,5.8723
2022-06-21,6.4404
2022-06-22,6.5813
2022-06-23,6.4717
2022-06-24,5.6547
2022-06-25,4.8621
2022-06-26,4.0902
2022-06-27,4.6325
2022-06-28,5.4192
2022-06-29,5.6972
2022-06-30,5.5106
2022-07-01,5.4369
2022-07-02,5.779
2022-07-03,5.8209
2022-07-04,6.9273
2022-07-05,8.0932
2022-07-06,6.455
2022-07-07,7.1719
2022-07-08,7.0126
2022-07-09,6.9973
2022-07-10,7.3059
2022-07-11,7.7019
2022-07-12,8.5035
2022-07-13,9.2999
2022-07-14,7.7166
2022-07-15,6.4094
2022-07-16,5.5547
2022-07-17,5.3583
2022-07-18,6.2297
2022-07-19,6.3918
2022-07-20,7.3505
2022-07-21,8.609
2022-07-22,9.6345
2022-07-23,8.7534
2022-07-24,7.6136
2022-07-25,8.5164
2022-07-26,10.4727
2022-07-27,11.4773
2022-07-28,11.43
2022-07-29,10.1478
2022-07-30,9.1376
2022-07-31,9.4749
2022-08-01,9.623
2022-08-02,8.5453
2022-08-03,9.7987
2022-08-04,9.4282
2022-08-05,9.6481
2022-08-06,8.308
2022-08-07,9.1138
2022-08-08,9.8639
2022-08-09,9.755
2022-08-10,10.212
2022-08-11,10.5289
2022-08-12,11.9647
2022-08-13,12.3301
2022-08-14,12.3718
2022-08-15,12.6299
2022-08-16,12.8458
2022-08-17,13.0352
2022-08-18,12.8544
2022-08-19,12.6272
2022-08-20,12.3893
2022-08-21,13.3553
2022-08-22,15.2128
2022-08-23,15.7995
2022-08-24,16.9539
2022-08-25,17.8968
2022-08-26,18.3251
2022-08-27,17.7622
2022-08-28,18.5048
2022-08-29,19.389
2022-08-30,16.2526
2022-08-31,12.0391
2022-09-01,11.8945
2022-09-02,9.7496
2022-09-03,8.9704
2022-09-04,9.9629
2022-09-05,9.744
2022-09-06,7.1481
2022-09-07,6.4379
2022-09-08,9.9623
2022-09-09,11.4607
2022-09-10,12.1262
2022-09-11,12.0761
2022-09-12,11.5271
2022-09-13,11.7832
2022-09-14,12.7073
2022-09-15,11.1001
2022-09-16,8.8042
2022-09-17,7.7904
2022-09-18,8.5047
2022-09-19,8.8587
2022-09-20,8.9799
2022-09-21,8.0313
2022-09-22,8.8654
2022-09-23,8.0062
2022-09-24,8.0591
2022-09-25,6.9372
2022-09-26,6.1385
2022-09-27,7.2024
2022-09-28,7.4697
2022-09-29,7.5376
2022-09-30,6.897
2022-10-01,7.3137
2022-10-02,8.1527
2022-10-03,6.9583
2022-10-04,4.4688
2022-10-05,4.3576
2022-10-06,5.2836
2022-10-07,5.7983
2022-10-08,5.0111
2022-10-09,5.406
2022-10-10,5.5904
2022-10-11,5.8837
2022-10-12,6.1326
2022-10-13,5.7246
2022-10-14,4.2877
2022-10-15,3.7134
2022-10-16,3.3227
2022-10-17,2.0838
2022-10-18,0.8247
2022-10-19,1.1141
2022-10-20,2.7577
2022-10-21,2.9
2022-10-22,1.5359
2022-10-23,0.9121
2022-10-24,1.2473
2022-10-25,1.224
2022-10-26,1.5138
2022-10-27,1.9752
2022-10-28,2.1779
2022-10-29,2.6041
2022-10-30,3.2621
2022-10-31,2.9121
2022-11-01,1.8615
2022-11-02,3.8468
2022-11-03,4.5865
2022-11-04,4.3101
2022-11-05,3.6387
2022-11-06,3.0275
2022-11-07,2.6909
2022-11-08,3.2953
2022-11-09,3.3575
2022-11-10,3.2139
2022-11-11,3.1053
2022-11-12,3.5062
2022-11-13,3.8961
2022-11-14,3.4127
2022-11-15,3.6818
2022-11-16,2.8682
2022-11-17,2.8611
2022-11-18,3.4351
2022-11-19,2.5761
2022-11-20,3.0674
2022-11-21,3.4659
2022-11-22,4.1542
2022-11-23,4.3613
2022-11-24,4.9171
2022-11-25,5.2069
2022-11-26,5.1229
2022-11-27,6.4047
2022-11-28,8.3247
2022-11-29,11.1021
2022-11-30,11.5542
2022-12-01,11.9123
2022-12-02,11.3612
2022-12-03,11.1249
2022-12-04,11.603
2022-12-05,11.5245
2022-12-06,11.6559
2022-12-07,12.6602
2022-12-08,12.6001
2022-12-09,12.5933
2022-12-10,12.1608
2022-12-11,13.0774
2022-12-12,12.3475
2022-12-13,12.1119
2022-12-14,11.8513
2022-12-15,11.5544
2022-12-16,9.9824
2022-12-17,9.6295
2022-12-18,9.1868
2022-12-19,8.3931
2022-12-20,7.5912
2022-12-21,7.5528
2022-12-22,7.0442
2022-12-23,6.107
2022-12-24,6.0332
2022-12-25,5.7054
2022-12-26,6.2621
2022-12-27,6.4625
2022-12-28,5.8369
2022-12-29,5.7103
2022-12-30,5.8352
2022-12-31,5.9093
2023-01-01,5.7764
2023-01-02,5.9978
2023-01-03,5.6898
2023-01-04,5.0746
2023-01-05,5.0837
2023-01-06,5.1781
2023-01-07,5.6533
2023-01-08,5.8583
2023-01-09,5.8128
2023-01-10,5.6208
2023-01-11,5.4858
2023-01-12,5.6646
2023-01-13,5.5287
2023-01-14,5.4769
2023-01-15,5.6585
2023-01-16,5.2956
2023-01-17,5.1855
2023-01-18,5.3021
2023-01-19,5.3267
2023-01-20,5.4732
2023-01-21,5.6976
2023-01-22,6.1565
2023-01-23,5.8806
2023-01-24,5.1437
2023-01-25,5.1564
2023-01-26,4.9906
2023-01-27,5.1437
2023-01-28,4.8627
2023-01-29,4.6852
2023-01-30,4.8194
2023-01-31,5.0169
2023-02-01,5.2649
2023-02-02,5.0372
2023-02-03,5.1112
2023-02-04,5.3017
2023-02-05,5.5399
2023-02-06,5.347
2023-02-07,4.9653
2023-02-08,4.7297
2023-02-09,4.6503
2023-02-10,4.8045
2023-02-11,4.6578
2023-02-12,4.5557
2023-02-13,4.4833
2023-02-14,4.5649
2023-02-15,4.6714
2023-02-16,4.4046
2023-02-17,4.1138
2023-02-18,4.0518
2023-02-19,4.0283
2023-02-20,4.1076
2023-02-21,4.3462
2023-02-22,4.2262
2023-02-23,4.4584
2023-02-24,4.5793
2023-02-25,4.4448
2023-02-26,4.4524
2023-02-27,4.2583
2023-02-28,4.144
2023-03-01,4.2508
2023-03-02,4.3259
2023-03-03,4.2215
2023-03-04,4.3246
2023-03-05,4.3304
2023-03-06,4.0239
2023-03-07,4.145
2023-03-08,4.0816
2023-03-09,4.0005
2023-03-10,4.4084
2023-03-11,4.5827
2023-03-12,4.3641
2023-03-13,4.2586
2023-03-14,3.9126
2023-03-15,3.8679
2023-03-16,3.6698
2023-03-17,3.5555
2023-03-18,3.5183
2023-03-19,3.5349
2023-03-20,3.3642
2023-03-21,3.2671
2023-03-22,3.2357
2023-03-23,3.4552
2023-03-24,3.5515
2023-03-25,3.6028
2023-03-26,3.681
2023-03-27,3.4372
2023-03-28,3.6083
2023-03-29,3.5781
2023-03-30,3.5198
2023-03-31,3.872
2023-04-01,3.9539
2023-04-02,3.9331
2023-04-03,4.0326
2023-04-04,3.8605
2023-04-05,3.8524
2023-04-06,3.4216
2023-04-07,3.4842
2023-04-08,3.4248
2023-04-09,3.4209
2023-04-10,3.2771
2023-04-11,3.4141
2023-04-12,3.513
2023-04-13,3.4194
2023-04-14,3.4185
2023-04-15,3.3345
2023-04-16,3.4262
2023-04-17,3.4138
2023-04-18,3.4168
2023-04-19,3.1113
2023-04-20,3.2708
2023-04-21,3.3418
2023-04-22,3.3697
2023-04-23,3.3897
2023-04-24,3.3062
2023-04-25,3.282
2023-04-26,3.1606
2023-04-27,3.1993
2023-04-28,3.0995
2023-04-29,3.043
2023-04-30,2.9564
2023-05-01,3.0494
2023-05-02,3.0453
2023-05-03,2.8993
2023-05-04,2.8282
2023-05-05,2.8455
2023-05-06,3.0241
2023-05-07,2.9153
2023-05-08,3.0113
2023-05-09,3.0073
2023-05-10,2.8513
2023-05-11,2.831
2023-05-12,2.7027
2023-05-13,2.7062
2023-05-14,2.6571
2023-05-15,2.4804
2023-05-16,2.5115
2023-05-17,2.4362
2023-05-18,2.2631
2023-05-19,2.1833
2023-05-20,2.281
2023-05-21,2.1997
2023-05-22,2.2011
2023-05-23,2.2949
2023-05-24,2.2564
2023-05-25,2.1022
2023-05-26,1.9888
2023-05-27,2.1339
2023-05-28,2.0911
2023-05-29,2.0942
2023-05-30,2.0764
2023-05-31,2.166
2023-06-01,2.0401
2023-06-02,1.9442
2023-06-03,1.9227
2023-06-04,2.009
2023-06-05,2.3043
2023-06-06,2.2804
2023-06-07,2.2317
2023-06-08,2.2173
2023-06-09,2.5993
2023-06-10,2.7737
2023-06-11,2.8773
2023-06-12,2.7726
2023-06-13,2.8777
2023-06-14,3.2257
2023-06-15,3.5064
2023-06-16,2.9587
2023-06-17,2.9445
2023-06-18,2.9119
2023-06-19,2.927
2023-06-20,3.26
2023-06-21,3.2578
2023-06-22,2.9917
2023-06-23,2.8461
2023-06-24,2.9502
2023-06-25,2.994
2023-06-26,2.9258
2023-06-27,2.9166
2023-06-28,2.898
2023-06-29,2.8786
2023-06-30,3.0051
2023-07-01,3.251
2023-07-02,3.2729
2023-07-03,3.0712
2023-07-04,2.929
2023-07-05,2.8748
2023-07-06,2.6464
2023-07-07,2.7218
2023-07-08,2.7663
2023-07-09,2.7941
2023-07-10,2.6142
2023-07-11,2.4928
2023-07-12,2.2734
2023-07-13,2.1875
2023-07-14,2.1788
2023-07-15,2.0175
2023-07-16,1.9735
2023-07-17,2.0301
2023-07-18,2.2726
2023-07-19,2.3116
2023-07-20,2.3818
2023-07-21,2.4349
2023-07-22,2.3859
2023-07-23,2.2955
2023-07-24,2.4476
2023-07-25,2.7308
2023-07-26,2.5213
2023-07-27,2.3802
2023-07-28,2.1854
2023-07-29,2.0573
2023-07-30,2.0454
2023-07-31,2.1052
2023-08-01,2.2661
2023-08-02,2.3286
2023-08-03,2.5563
2023-08-04,2.4855
2023-08-05,2.4197
2023-08-06,2.4008
2023-08-07,2.4033
2023-08-08,2.4525
2023-08-09,2.9852
2023-08-10,2.9459
2023-08-11,2.7892
2023-08-12,2.7947
2023-08-13,2.9078
2023-08-14,2.8159
2023-08-15,3.0605
2023-08-16,3.0187
2023-08-17,2.8874
2023-08-18,2.9167
2023-08-19,3.0703
2023-08-20,3.3067
2023-08-21,3.3353
2023-08-22,3.6002
2023-08-23,3.2802
2023-08-24,2.8656
2023-08-25,2.8888
2023-08-26,2.9721
2023-08-27,2.9199
2023-08-28,3.1787
2023-08-29,3.1241
2023-08-30,3.0792
2023-08-31,2.9442
2023-09-01,3.0157
2023-09-02,3.0688
2023-09-03,3.0491
2023-09-04,2.8197
2023-09-05,2.7611
2023-09-06,2.6865
2023-09-07,2.6797
2023-09-08,2.8402
2023-09-09,3.0924
2023-09-10,3.1562
2023-09-11,3.1864
2023-09-12,3.0152
2023-09-13,3.1623
2023-09-14,3.1582
2023-09-15,3.1734
2023-09-16,3.2499
2023-09-17,3.2215
2023-09-18,3.0382
2023-09-19,3.1978
2023-09-20,3.2031
2023-09-21,3.324
2023-09-22,3.4909
2023-09-23,3.4761
2023-09-24,3.471
2023-09-25,3.5758
2023-09-26,3.3762
2023-09-27,3.48
2023-09-28,3.4764
2023-09-29,3.3627
2023-09-30,3.3641
2023-10-01,3.3464
2023-10-02,2.9765
2023-10-03,2.5349
2023-10-04,2.5818
2023-10-05,2.302
2023-10-06,2.7031
2023-10-07,2.8659
2023-10-08,2.987
2023-10-09,3.1121
2023-10-10,3.6963
2023-10-11,3.8806
2023-10-12,4.1613
2023-10-13,4.5498
2023-10-14,4.5149
2023-10-15,4.568
2023-10-16,4.2428
2023-10-17,3.6429
2023-10-18,3.7466
2023-10-19,3.5793
2023-10-20,3.76
2023-10-21,3.9143
2023-10-22,4.0656
2023-10-23,4.1938
2023-10-24,4.0928
2023-10-25,4.1416
2023-10-26,4.0918
2023-10-27,4.1125
2023-10-28,4.3452
2023-10-29,4.3687
2023-10-30,4.346
2023-10-31,3.9121
2023-11-01,3.2298
2023-11-02,3.4096
2023-11-03,3.4636
2023-11-04,3.6952
2023-11-05,3.5633
2023-11-06,3.5255
2023-11-07,3.5615
2023-11-08,3.5825
2023-11-09,3.568
2023-11-10,3.5727
2023-11-11,3.5302
2023-11-12,3.353
2023-11-13,3.2667
2023-11-14,3.3906
2023-11-15,3.6165
2023-11-16,3.5951
2023-11-17,3.5692
2023-11-18,3.5604
2023-11-19,3.6003
2023-11-20,3.7919
2023-11-21,3.8561
2023-11-22,3.8686
2023-11-23,4.0511
2023-11-24,4.1659
2023-11-25,4.1504
2023-11-26,4.1593
2023-11-27,3.9934
2023-11-28,3.8446
2023-11-29,3.6292
2023-11-30,3.7015
2023-12-01,3.7111
2023-12-02,3.8564
2023-12-03,3.6017
2023-12-04,3.4556
2023-12-05,3.3141
2023-12-06,3.3199
2023-12-07,3.4006
2023-12-08,3.2734
2023-12-09,3.188
2023-12-10,3.211
2023-12-11,3.0761
2023-12-12,2.9226
2023-12-13,2.8879
2023-12-14,2.8311
2023-12-15,2.6839
2023-12-16,2.5297
2023-12-17,2.5843
2023-12-18,2.6417
2023-12-19,2.5425
2023-12-20,2.4868
2023-12-21,2.5088
2023-12-22,2.6228
2023-12-23,2.6775
2023-12-24,2.5336
2023-12-25,2.5618
2023-12-26,2.7061
2023-12-27,2.6934
2023-12-28,2.7109
2023-12-29,2.679
2023-12-30,2.6067
2023-12-31,2.5549
2024-01-01,2.4216
2024-01-02,2.4129
2024-01-03,2.6722
2024-01-04,2.929
2024-01-05,2.9712
2024-01-06,2.9129
2024-01-07,3.0238
2024-01-08,2.8786
2024-01-09,2.6873
2024-01-10,2.7751
2024-01-11,2.7035
2024-01-12,2.8775
2024-01-13,2.686
2024-01-14,2.6781
2024-01-15,2.6366
2024-01-16,2.56
2024-01-17,2.4196
2024-01-18,2.4186
2024-01-19,2.3893
2024-01-20,2.4033
2024-01-21,2.3276
2024-01-22,2.293
2024-01-23,2.2645
2024-01-24,2.3225
2024-01-25,2.3726
2024-01-26,2.3227
2024-01-27,2.4971
2024-01-28,2.4662
2024-01-29,2.3995
2024-01-30,2.4427
2024-01-31,2.5035
2024-02-01,2.4553
2024-02-02,2.3749
2024-02-03,2.3783
2024-02-04,2.4751
2024-02-05,2.4394
2024-02-06,2.4552
2024-02-07,2.44
2024-02-08,2.3957
2024-02-09,2.2548
2024-02-10,2.1527
2024-02-11,2.1249
2024-02-12,2.1488
2024-02-13,2.1749
2024-02-14,2.0229
2024-02-15,2.0249
2024-02-16,2.0307
2024-02-17,1.9404
2024-02-18,1.8774
2024-02-19,1.9021
2024-02-20,1.9637
2024-02-21,2.0037
2024-02-22,1.9735
2024-02-23,1.968
2024-02-24,1.9503
2024-02-25,1.9102
2024-02-26,2.0253
2024-02-27,2.1023
2024-02-28,2.1787
2024-02-29,2.1805
2024-03-01,2.2778
2024-03-02,2.2039
2024-03-03,2.2467
2024-03-04,2.3013
2024-03-05,2.4424
2024-03-06,2.3269
2024-03-07,2.3283
2024-03-08,2.3445
2024-03-09,2.3488
2024-03-10,2.3695
2024-03-11,2.3487
2024-03-12,2.1932
2024-03-13,2.1367
2024-03-14,2.1848
2024-03-15,2.2611
2024-03-16,2.4364
2024-03-17,2.3985
2024-03-18,2.4943
2024-03-19,2.5315
2024-03-20,2.4292
2024-03-21,2.3251
2024-03-22,2.3726
2024-03-23,2.3223
2024-03-24,2.3732
2024-03-25,2.4505
2024-03-26,2.3815
2024-03-27,2.3624
2024-03-28,2.3081
2024-03-29,2.3259
2024-03-30,2.2388
2024-03-31,2.2639
2024-04-01,2.3396
2024-04-02,2.2736
2024-04-03,2.1472
2024-04-04,2.1333
2024-04-05,2.1673
2024-04-06,2.1956
2024-04-07,2.2359
2024-04-08,2.2858
2024-04-09,2.2476
2024-04-10,2.3082
2024-04-11,2.3942
2024-04-12,2.4354
2024-04-13,2.5158
2024-04-14,2.7247
2024-04-15,2.629
2024-04-16,2.7833
2024-04-17,2.7571
2024-04-18,2.7294
2024-04-19,2.63
2024-04-20,2.5066
2024-04-21,2.5624
2024-04-22,2.5806
2024-04-23,2.4392
2024-04-24,2.5062
2024-04-25,2.6056
2024-04-26,2.5453
2024-04-27,2.7003
2024-04-28,2.6226
2024-04-29,2.5131
2024-04-30,2.4696
2024-05-01,2.4038
2024-05-02,2.553
2024-05-03,2.5687
2024-05-04,2.5742
2024-05-05,2.5585
2024-05-06,2.6955
2024-05-07,2.6199
2024-05-08,2.5677
2024-05-09,2.5525
2024-05-10,2.4753
2024-05-11,2.4501
2024-05-12,2.3821
2024-05-13,2.3206
2024-05-14,2.4667
2024-05-15,2.4807
2024-05-16,2.4537
2024-05-17,2.5088
2024-05-18,2.5894
2024-05-19,2.5661
2024-05-20,2.6227
2024-05-21,2.6712
2024-05-22,2.7894
2024-05-23,2.9692
2024-05-24,2.9241
2024-05-25,2.865
2024-05-26,2.838
2024-05-27,2.8777
2024-05-28,2.8292
2024-05-29,2.8279
2024-05-30,2.8676
2024-05-31,2.891
2024-06-01,2.8852
2024-06-02,2.9148
2024-06-03,2.9692
2024-06-04,2.8274
2024-06-05,2.7707
2024-06-06,2.737
2024-06-07,2.7574
2024-06-08,2.7756
2024-06-09,2.7749
2024-06-10,2.7686
2024-06-11,2.8001
2024-06-12,2.8535
2024-06-13,2.9329
2024-06-14,2.8796
2024-06-15,2.8729
2024-06-16,2.8573
2024-06-17,2.8165
2024-06-18,2.816
2024-06-19,2.8266
2024-06-20,2.8214
2024-06-21,2.8043
2024-06-22,2.8047
2024-06-23,2.8262
2024-06-24,2.8089
2024-06-25,2.8042
2024-06-26,2.7804
2024-06-27,2.7323
2024-06-28,2.7351
2024-06-29,2.7896
2024-06-30,2.8063
2024-07-01,2.7427
2024-07-02,2.6997
2024-07-03,2.59
2024-07-04,2.6633
2024-07-05,2.623
2024-07-06,2.5941
2024-07-07,2.606
2024-07-08,2.6267
2024-07-09,2.4873
2024-07-10,2.4446
2024-07-11,2.4555
2024-07-12,2.4577
2024-07-13,2.4791
2024-07-14,2.4401
2024-07-15,2.4714
2024-07-16,2.5942
2024-07-17,2.514
2024-07-18,2.5316
2024-07-19,2.4875
2024-07-20,2.4675
2024-07-21,2.4867
2024-07-22,2.4912
2024-07-23,2.4725
2024-07-24,2.5536
2024-07-25,2.4804
2024-07-26,2.5454
2024-07-27,2.5567
2024-07-28,2.4948
2024-07-29,2.604
2024-07-30,2.7132
2024-07-31,2.7652
2024-08-01,2.8881
2024-08-02,2.8109
2024-08-03,2.8054
2024-08-04,2.749
2024-08-05,2.6883
2024-08-06,2.6994
2024-08-07,2.7299
2024-08-08,2.7521
2024-08-09,2.7918
2024-08-10,2.9331
2024-08-11,2.9184
2024-08-12,2.9242
2024-08-13,2.8969
2024-08-14,2.7552
2024-08-15,2.6749
2024-08-16,2.7319
2024-08-17,2.8065
2024-08-18,2.8148
2024-08-19,2.9837
2024-08-20,2.9904
2024-08-21,2.9426
2024-08-22,2.9298
2024-08-23,2.9159
2024-08-24,2.7332
2024-08-25,2.7715
2024-08-26,2.8463
2024-08-27,2.9202
2024-08-28,3.1291
2024-08-29,3.1207
2024-08-30,3.1985
2024-08-31,3.1289
2024-09-01,3.1251
2024-09-02,3.1989
2024-09-03,3.0426
2024-09-04,2.9521
2024-09-05,2.9484
2024-09-06,3.0049
2024-09-07,3.0328
2024-09-08,3.0141
2024-09-09,3.0409
2024-09-10,2.9896
2024-09-11,2.9855
2024-09-12,2.9349
2024-09-13,2.8991
2024-09-14,2.9406
2024-09-15,2.9604
2024-09-16,2.8335
2024-09-17,2.8035
2024-09-18,2.8403
2024-09-19,2.7738
2024-09-20,2.812
2024-09-21,2.8687
2024-09-22,2.917
2024-09-23,2.9081
2024-09-24,2.9024
2024-09-25,3.0372
2024-09-26,3.0734
2024-09-27,3.115
2024-09-28,3.2032
2024-09-29,3.1963
2024-09-30,3.1747
2024-10-01,3.2061
2024-10-02,3.216
2024-10-03,3.2165
2024-10-04,3.3373
2024-10-05,3.338
2024-10-06,3.3666
2024-10-07,3.3662
2024-10-08,3.2279
2024-10-09,3.2088
2024-10-10,3.3058
2024-10-11,3.3078
2024-10-12,3.2918
2024-10-13,3.3786
2024-10-14,3.3658
2024-10-15,3.3047
2024-10-16,3.2838
2024-10-17,3.2734
2024-10-18,3.3076
2024-10-19,3.2562
2024-10-20,3.2775
2024-10-21,3.3662
2024-10-22,3.4577
2024-10-23,3.4854
2024-10-24,3.5739
2024-10-25,3.6699
2024-10-26,3.681
2024-10-27,3.6692
2024-10-28,3.649
2024-10-29,3.6349
2024-10-30,3.5364
2024-10-31,3.3838
2024-11-01,3.3366
2024-11-02,3.2845
2024-11-03,3.3368
2024-11-04,3.4241
2024-11-05,3.4895
2024-11-06,3.4923
2024-11-07,3.5122
2024-11-08,3.6326
2024-11-09,3.6273
2024-11-10,3.5845
2024-11-11,3.7133
2024-11-12,3.7911
2024-11-13,3.7996
2024-11-14,3.9079
2024-11-15,3.947
2024-11-16,3.8819
2024-11-17,3.9012
2024-11-18,3.9786
2024-11-19,3.9832
2024-11-20,3.9872
2024-11-21,4.1083
2024-11-22,4.0185
2024-11-23,3.9188
2024-11-24,3.737
2024-11-25,3.9596
2024-11-26,4.0493
2024-11-27,3.9859
2024-11-28,3.9934
2024-11-29,3.9838
2024-11-30,4.0151
2024-12-01,4.0264
2024-12-02,4.1088
2024-12-03,4.1308
2024-12-04,4.0296
2024-12-05,3.9529
2024-12-06,3.9532
2024-12-07,3.9565
2024-12-08,3.9677
2024-12-09,3.877
2024-12-10,3.8236
2024-12-11,3.8132
2024-12-12,3.6692
2024-12-13,3.5546
2024-12-14,3.3634
2024-12-15,3.3434
2024-12-16,3.3317
2024-12-17,3.4344
2024-12-18,3.3886
2024-12-19,3.595
2024-12-20,3.7071
2024-12-21,3.6867
2024-12-22,3.731
2024-12-23,3.8165
2024-12-24,3.8597
2024-12-25,3.8886
2024-12-26,3.9965
2024-12-27,4.0761
2024-12-28,4.1741
2024-12-29,4.1607
2024-12-30,4.1013
2024-12-31,4.1601
2025-01-01,4.1922
2025-01-02,4.2649
2025-01-03,4.2724
2025-01-04,4.2522
2025-01-05,4.2089
2025-01-06,4.122
2025-01-07,4.0326
2025-01-08,4.2037
2025-01-09,3.9487
2025-01-10,4.0109
2025-01-11,4.1051
2025-01-12,4.0169
2025-01-13,4.123
2025-01-14,4.1378
2025-01-15,4.1012
2025-01-16,4.0475
2025-01-17,4.1875
2025-01-18,4.2455
2025-01-19,4.3672
2025-01-20,4.3383
2025-01-21,4.3763
2025-01-22,4.3393
2025-01-23,4.3108
2025-01-24,4.2927
2025-01-25,4.2471
2025-01-26,4.2527
2025-01-27,4.1901
2025-01-28,4.1987
2025-01-29,4.4313
2025-01-30,4.4979
2025-01-31,4.5812
2025-02-01,4.5587
2025-02-02,4.5719
2025-02-03,4.6029
2025-02-04,4.5665
2025-02-05,4.5794
2025-02-06,4.627
2025-02-07,4.7141
2025-02-08,4.8027
2025-02-09,4.7429
2025-02-10,4.8829
2025-02-11,4.9255
2025-02-12,4.7769
2025-02-13,4.496
2025-02-14,4.2983
2025-02-15,4.2546
2025-02-16,4.282
2025-02-17,4.1504
2025-02-18,4.0351
2025-02-19,4.0742
2025-02-20,3.8925
2025-02-21,3.7676
2025-02-22,3.7423
2025-02-23,3.735
2025-02-24,3.7267
2025-02-25,3.6955
2025-02-26,3.5205
2025-02-27,3.6586
2025-02-28,3.7412
2025-03-01,3.7508
2025-03-02,3.7609
2025-03-03,3.7414
2025-03-04,3.5537
2025-03-05,3.4188
2025-03-06,3.3041
2025-03-07,3.2715
2025-03-08,3.1979
2025-03-09,3.2591
2025-03-10,3.3888
2025-03-11,3.6319
2025-03-12,3.6393
2025-03-13,3.5757
2025-03-14,3.5781
2025-03-15,3.6528
2025-03-16,3.6339
2025-03-17,3.5608
2025-03-18,3.3857
2025-03-19,3.5744
2025-03-20,3.4325
2025-03-21,3.5578
2025-03-22,3.5799
2025-03-23,3.6238
2025-03-24,3.5315
2025-03-25,3.447
2025-03-26,3.3312
2025-03-27,3.3235
2025-03-28,3.2834
2025-03-29,3.2709
2025-03-30,3.2439
2025-03-31,3.2577
2025-04-01,3.4062
2025-04-02,3.4045
2025-04-03,3.3069
2025-04-04,3.0876
2025-04-05,3.009
2025-04-06,3.0
2025-04-07,3.011
2025-04-08,3.0094
2025-04-09,2.914
2025-04-10,2.8451
2025-04-11,2.8064
2025-04-12,2.8271
2025-04-13,2.8025
2025-04-14,2.8613
2025-04-15,2.8723
2025-04-16,2.9198
2025-04-17,2.9574
2025-04-18,2.9924
2025-04-19,2.9584
2025-04-20,2.9853
2025-04-21,3.0394
2025-04-22,2.9509
2025-04-23,2.8958
2025-04-24,2.8025
2025-04-25,2.7338
2025-04-26,2.6277
2025-04-27,2.6058
2025-04-28,2.6538
2025-04-29,2.6029
2025-04-30,2.634
2025-05-01,2.5591
2025-05-02,2.6473
2025-05-03,2.6452
2025-05-04,2.6757
2025-05-05,2.7285
2025-05-06,2.7916
2025-05-07,2.8345
2025-05-08,3.3133
2025-05-09,2.8362
2025-05-10,2.6471
2025-05-11,2.6651
2025-05-12,2.7149
2025-05-13,2.8099
2025-05-14,2.7197
2025-05-15,2.869
2025-05-16,2.7254
2025-05-17,2.8766
2025-05-18,2.9291
2025-05-19,2.8706
2025-05-20,2.9936
2025-05-21,2.9895
2025-05-22,2.9987
2025-05-23,2.989
2025-05-24,3.0166
2025-05-25,2.9491
2025-05-26,3.0645
2025-05-27,3.0776
2025-05-28,2.9973
2025-05-29,2.8553
2025-05-30,2.741
2025-05-31,2.6074
2025-06-01,2.6549
2025-06-02,2.7755
2025-06-03,2.8741
2025-06-04,2.8776
2025-06-05,2.9744
2025-06-06,2.987
2025-06-07,2.9117
2025-06-08,2.8955
2025-06-09,2.8531
