timestamp,target_mw,predicted_mw,cv_fold
2022-01-06 00:00:00+00:00,3286.5,3331.21728515625,1
2022-01-06 01:00:00+00:00,3353.5,3661.525146484375,1
2022-01-06 02:00:00+00:00,3774.0,3648.052001953125,1
2022-01-06 03:00:00+00:00,4651.0,4290.232421875,1
2022-01-06 04:00:00+00:00,6442.5,4377.8046875,1
2022-01-06 05:00:00+00:00,6838.5,5003.83642578125,1
2022-01-06 06:00:00+00:00,6746.5,6236.00537109375,1
2022-01-06 07:00:00+00:00,7259.0,6562.140625,1
2022-01-06 08:00:00+00:00,8014.5,7451.79931640625,1
2022-01-06 09:00:00+00:00,8539.5,7732.12744140625,1
2022-01-06 10:00:00+00:00,9151.0,8385.587890625,1
2022-01-06 11:00:00+00:00,10992.0,8812.6162109375,1
2022-01-06 12:00:00+00:00,12281.0,10108.4609375,1
2022-01-06 13:00:00+00:00,12598.0,11064.736328125,1
2022-01-06 14:00:00+00:00,12558.0,11953.29296875,1
2022-01-06 15:00:00+00:00,12821.5,12356.7509765625,1
2022-01-06 16:00:00+00:00,13300.5,12536.341796875,1
2022-01-06 17:00:00+00:00,13591.5,12344.8857421875,1
2022-01-06 18:00:00+00:00,13730.0,12313.615234375,1
2022-01-06 19:00:00+00:00,13831.5,12234.1826171875,1
2022-01-06 20:00:00+00:00,13671.5,12208.93359375,1
2022-01-06 21:00:00+00:00,13214.0,12197.9599609375,1
2022-01-06 22:00:00+00:00,12833.0,12222.3759765625,1
2022-01-06 23:00:00+00:00,7986.0,11723.6513671875,1
2022-01-07 00:00:00+00:00,12147.5,11818.666015625,1
2022-01-07 01:00:00+00:00,12094.5,11676.3203125,1
2022-01-07 02:00:00+00:00,12277.5,11678.638671875,1
2022-01-07 03:00:00+00:00,12050.0,11573.9462890625,1
2022-01-07 04:00:00+00:00,11956.0,11753.029296875,1
2022-01-07 05:00:00+00:00,12166.5,11923.3154296875,1
2022-01-07 06:00:00+00:00,12832.0,11706.62109375,1
2022-01-07 07:00:00+00:00,12928.5,11889.7841796875,1
2022-01-07 08:00:00+00:00,12570.0,11748.3330078125,1
2022-01-07 09:00:00+00:00,12524.5,11866.1025390625,1
2022-01-07 10:00:00+00:00,11991.5,11949.1259765625,1
2022-01-07 11:00:00+00:00,11958.0,11677.3642578125,1
2022-01-07 12:00:00+00:00,11811.5,11707.115234375,1
2022-01-07 13:00:00+00:00,11543.0,11635.5439453125,1
2022-01-07 14:00:00+00:00,11182.5,11482.111328125,1
2022-01-07 15:00:00+00:00,10858.0,11059.9794921875,1
2022-01-07 16:00:00+00:00,10560.0,10219.7568359375,1
2022-01-07 17:00:00+00:00,10394.5,8853.328125,1
2022-01-07 18:00:00+00:00,9548.5,9362.0390625,1
2022-01-07 19:00:00+00:00,8897.5,8407.671875,1
2022-01-07 20:00:00+00:00,9018.5,8562.501953125,1
2022-01-07 21:00:00+00:00,8313.0,8628.6455078125,1
2022-01-07 22:00:00+00:00,7648.5,7867.75048828125,1
2022-01-07 23:00:00+00:00,9903.0,7289.59228515625,1
2022-01-08 00:00:00+00:00,8065.5,5812.78271484375,1
2022-01-08 01:00:00+00:00,7822.5,6360.4990234375,1
2022-01-08 02:00:00+00:00,7858.0,6741.7666015625,1
2022-01-08 03:00:00+00:00,8728.5,7596.8427734375,1
2022-01-08 04:00:00+00:00,9344.5,8120.7890625,1
2022-01-08 05:00:00+00:00,9448.0,8840.771484375,1
2022-01-08 06:00:00+00:00,10290.5,9859.05078125,1
2022-01-08 07:00:00+00:00,11833.0,10374.806640625,1
2022-01-08 08:00:00+00:00,12911.0,11693.6474609375,1
2022-01-08 09:00:00+00:00,13070.5,11860.6865234375,1
2022-01-08 10:00:00+00:00,12861.5,11952.6162109375,1
2022-01-08 11:00:00+00:00,11372.0,11429.1904296875,1
2022-01-08 12:00:00+00:00,11800.5,11781.373046875,1
2022-01-08 13:00:00+00:00,12015.5,11609.4833984375,1
2022-01-08 14:00:00+00:00,11504.5,11199.876953125,1
2022-01-08 15:00:00+00:00,11308.5,11051.46875,1
2022-01-08 16:00:00+00:00,11325.5,11022.8544921875,1
2022-01-08 17:00:00+00:00,11420.0,10146.9873046875,1
2022-01-08 18:00:00+00:00,11992.5,11116.416015625,1
2022-01-08 19:00:00+00:00,12115.0,11195.2216796875,1
2022-01-08 20:00:00+00:00,12319.5,11593.6962890625,1
2022-01-08 21:00:00+00:00,12205.0,11735.98828125,1
2022-01-08 22:00:00+00:00,12214.5,11654.9326171875,1
2022-01-08 23:00:00+00:00,10086.0,11684.0537109375,1
2022-01-09 00:00:00+00:00,11277.0,11647.697265625,1
2022-01-09 01:00:00+00:00,10992.0,11397.228515625,1
2022-01-09 02:00:00+00:00,10839.0,11239.138671875,1
2022-01-09 03:00:00+00:00,10635.5,10827.7177734375,1
2022-01-09 04:00:00+00:00,10385.5,11308.640625,1
2022-01-09 05:00:00+00:00,10294.0,11523.9541015625,1
2022-01-09 06:00:00+00:00,10590.0,11182.783203125,1
2022-01-09 07:00:00+00:00,10312.0,10246.1669921875,1
2022-01-09 08:00:00+00:00,10387.0,9925.056640625,1
2022-01-09 09:00:00+00:00,9750.0,9496.154296875,1
2022-01-09 10:00:00+00:00,9260.0,9591.435546875,1
2022-01-09 11:00:00+00:00,8576.0,8685.064453125,1
2022-01-09 12:00:00+00:00,7670.0,8109.08740234375,1
2022-01-09 13:00:00+00:00,6833.0,8163.31640625,1
2022-01-09 14:00:00+00:00,6005.5,7188.69775390625,1
2022-01-09 15:00:00+00:00,5604.0,6094.40869140625,1
2022-01-09 16:00:00+00:00,5326.0,4928.83935546875,1
2022-01-09 17:00:00+00:00,5078.0,4287.3310546875,1
2022-01-09 18:00:00+00:00,4424.0,4178.42138671875,1
2022-01-09 19:00:00+00:00,3955.0,4012.859619140625,1
2022-01-09 20:00:00+00:00,3456.0,3846.311767578125,1
2022-01-09 21:00:00+00:00,2855.0,2876.6220703125,1
2022-01-09 22:00:00+00:00,2398.0,2169.16748046875,1
2022-01-09 23:00:00+00:00,6858.0,2451.588623046875,1
2022-01-10 00:00:00+00:00,3006.5,1777.4920654296875,1
2022-01-10 01:00:00+00:00,3278.5,2428.7734375,1
2022-01-10 02:00:00+00:00,3318.0,2158.2958984375,1
2022-01-10 03:00:00+00:00,3636.0,2299.836181640625,1
2022-01-10 04:00:00+00:00,4320.0,2932.065185546875,1
2022-01-10 05:00:00+00:00,4729.5,3241.2373046875,1
2022-01-10 06:00:00+00:00,5205.5,3669.847412109375,1
2022-01-10 07:00:00+00:00,5537.0,4263.17529296875,1
2022-01-10 08:00:00+00:00,5935.0,4607.70263671875,1
2022-01-10 09:00:00+00:00,6361.5,5479.08642578125,1
2022-01-10 10:00:00+00:00,7280.0,5826.46142578125,1
2022-01-10 11:00:00+00:00,7936.0,6184.0654296875,1
2022-01-10 12:00:00+00:00,8380.5,6496.67626953125,1
2022-01-10 13:00:00+00:00,8594.5,6695.2744140625,1
2022-01-10 14:00:00+00:00,8455.0,7007.20166015625,1
2022-01-10 15:00:00+00:00,8760.0,7590.54296875,1
2022-01-10 16:00:00+00:00,9749.0,7892.41748046875,1
2022-01-10 17:00:00+00:00,10510.5,8116.24755859375,1
2022-01-10 18:00:00+00:00,10583.5,8919.5810546875,1
2022-01-10 19:00:00+00:00,10366.0,9284.2294921875,1
2022-01-10 20:00:00+00:00,10335.5,9824.9658203125,1
2022-01-10 21:00:00+00:00,9865.0,8748.3896484375,1
2022-01-10 22:00:00+00:00,8983.0,8837.2021484375,1
2022-01-10 23:00:00+00:00,5523.5,8577.7216796875,1
2022-01-11 00:00:00+00:00,7700.0,7494.73486328125,1
2022-01-11 01:00:00+00:00,7525.5,7602.46142578125,1
2022-01-11 02:00:00+00:00,7846.0,7044.7763671875,1
2022-01-11 03:00:00+00:00,7999.5,7015.20068359375,1
2022-01-11 04:00:00+00:00,7909.0,6756.4697265625,1
2022-01-11 05:00:00+00:00,8028.0,6219.4130859375,1
2022-01-11 06:00:00+00:00,7856.5,6127.62548828125,1
2022-01-11 07:00:00+00:00,7479.5,5786.96044921875,1
2022-01-11 08:00:00+00:00,6601.0,5766.765625,1
2022-01-11 09:00:00+00:00,5631.0,5031.53564453125,1
2022-01-11 10:00:00+00:00,4950.5,5154.74853515625,1
2022-01-11 11:00:00+00:00,5068.5,5010.94775390625,1
2022-01-11 12:00:00+00:00,5397.0,4967.53564453125,1
2022-01-11 13:00:00+00:00,5298.0,4502.810546875,1
2022-01-11 14:00:00+00:00,5092.5,4496.18994140625,1
2022-01-11 15:00:00+00:00,5018.5,4250.61669921875,1
2022-01-11 16:00:00+00:00,5157.0,3675.153564453125,1
2022-01-11 17:00:00+00:00,5180.0,3792.561767578125,1
2022-01-11 18:00:00+00:00,5074.5,4240.72509765625,1
2022-01-11 19:00:00+00:00,4856.0,4638.49609375,1
2022-01-11 20:00:00+00:00,4891.0,4176.2763671875,1
2022-01-11 21:00:00+00:00,5183.0,4660.51416015625,1
2022-01-11 22:00:00+00:00,5534.0,4698.02734375,1
2022-01-11 23:00:00+00:00,6814.5,5068.51318359375,1
2022-01-12 00:00:00+00:00,5648.0,5170.17431640625,1
2022-01-12 01:00:00+00:00,5795.0,5154.75634765625,1
2022-01-12 02:00:00+00:00,5955.5,4804.701171875,1
2022-01-12 03:00:00+00:00,6289.0,4860.59619140625,1
2022-01-12 04:00:00+00:00,6162.5,4831.31494140625,1
2022-01-12 05:00:00+00:00,6213.5,4627.52392578125,1
2022-01-12 06:00:00+00:00,6235.0,4630.5478515625,1
2022-01-12 07:00:00+00:00,6091.0,4491.84375,1
2022-01-12 08:00:00+00:00,5913.0,4975.3896484375,1
2022-01-12 09:00:00+00:00,5922.5,4781.21435546875,1
2022-01-12 10:00:00+00:00,5999.5,4498.5810546875,1
2022-01-12 11:00:00+00:00,6050.5,4755.6484375,1
2022-01-12 12:00:00+00:00,5758.5,4928.36962890625,1
2022-01-12 13:00:00+00:00,5688.5,5159.25732421875,1
2022-01-12 14:00:00+00:00,5897.0,5085.14794921875,1
2022-01-12 15:00:00+00:00,5842.0,5264.70556640625,1
2022-01-12 16:00:00+00:00,6224.0,5017.9482421875,1
2022-01-12 17:00:00+00:00,6879.5,5089.0556640625,1
2022-01-12 18:00:00+00:00,7163.5,5292.72119140625,1
2022-01-12 19:00:00+00:00,7139.5,5532.04345703125,1
2022-01-12 20:00:00+00:00,6751.0,5552.302734375,1
2022-01-12 21:00:00+00:00,6535.0,5722.94189453125,1
2022-01-12 22:00:00+00:00,6612.5,5474.8203125,1
2022-01-12 23:00:00+00:00,6056.0,5519.541015625,1
2022-01-13 00:00:00+00:00,6662.0,5298.0927734375,1
2022-01-13 01:00:00+00:00,6519.5,5212.87890625,1
2022-01-13 02:00:00+00:00,6464.5,5396.22998046875,1
2022-01-13 03:00:00+00:00,6457.0,5503.0859375,1
2022-01-13 04:00:00+00:00,6357.5,5659.50341796875,1
2022-01-13 05:00:00+00:00,6276.0,5705.91796875,1
2022-01-13 06:00:00+00:00,6304.0,5704.076171875,1
2022-01-13 07:00:00+00:00,6352.0,5553.4951171875,1
2022-01-13 08:00:00+00:00,6512.5,5664.7607421875,1
2022-01-13 09:00:00+00:00,6519.0,5761.111328125,1
2022-01-13 10:00:00+00:00,6581.5,6176.20556640625,1
2022-01-13 11:00:00+00:00,6558.0,5835.314453125,1
2022-01-13 12:00:00+00:00,6220.0,5492.24609375,1
2022-01-13 13:00:00+00:00,6156.5,5558.09716796875,1
2022-01-13 14:00:00+00:00,5885.0,5441.03955078125,1
2022-01-13 15:00:00+00:00,5666.0,5278.03564453125,1
2022-01-13 16:00:00+00:00,5803.5,5033.197265625,1
2022-01-13 17:00:00+00:00,6098.5,4905.22265625,1
2022-01-13 18:00:00+00:00,6289.5,4615.53076171875,1
2022-01-13 19:00:00+00:00,6305.5,4661.43603515625,1
2022-01-13 20:00:00+00:00,5692.0,4736.95458984375,1
2022-01-13 21:00:00+00:00,6256.5,4661.9794921875,1
2022-01-13 22:00:00+00:00,6201.5,4456.83447265625,1
2022-01-13 23:00:00+00:00,6291.5,4442.05322265625,1
2022-01-14 00:00:00+00:00,5340.0,4246.1962890625,1
2022-01-14 01:00:00+00:00,5327.5,4008.1162109375,1
2022-01-14 02:00:00+00:00,4531.5,4038.721923828125,1
2022-01-14 03:00:00+00:00,3580.0,3647.610595703125,1
2022-01-14 04:00:00+00:00,2905.0,2930.497314453125,1
2022-01-14 05:00:00+00:00,2457.5,2413.96337890625,1
2022-01-14 06:00:00+00:00,1941.0,1744.3380126953125,1
2022-01-14 07:00:00+00:00,1379.0,1277.4283447265625,1
2022-01-14 08:00:00+00:00,1033.5,935.4656372070312,1
2022-01-14 09:00:00+00:00,852.5,839.6033325195312,1
2022-01-14 10:00:00+00:00,762.5,719.9103393554688,1
2022-01-14 11:00:00+00:00,611.5,542.041015625,1
2022-01-14 12:00:00+00:00,563.0,551.0471801757812,1
2022-01-14 13:00:00+00:00,486.0,612.771484375,1
2022-01-14 14:00:00+00:00,438.5,605.1392822265625,1
2022-01-14 15:00:00+00:00,423.0,718.1860961914062,1
2022-01-14 16:00:00+00:00,506.5,748.4508666992188,1
2022-01-14 17:00:00+00:00,835.0,794.6685791015625,1
2022-01-14 18:00:00+00:00,1204.0,1077.48876953125,1
2022-01-14 19:00:00+00:00,1272.5,1318.0272216796875,1
2022-01-14 20:00:00+00:00,1263.5,1325.9959716796875,1
2022-01-14 21:00:00+00:00,1265.0,1432.1641845703125,1
2022-01-14 22:00:00+00:00,1382.0,1194.186767578125,1
2022-01-14 23:00:00+00:00,3540.0,1349.57421875,1
2022-01-15 00:00:00+00:00,1607.5,1049.24462890625,1
2022-01-15 01:00:00+00:00,1814.5,1157.1922607421875,1
2022-01-15 02:00:00+00:00,1955.0,1121.07958984375,1
2022-01-15 03:00:00+00:00,2472.0,1103.4573974609375,1
2022-01-15 04:00:00+00:00,2449.0,1349.4013671875,1
2022-01-15 05:00:00+00:00,2083.0,1776.4847412109375,1
2022-01-15 06:00:00+00:00,1986.0,1879.228271484375,1
2022-01-15 07:00:00+00:00,2015.5,1988.4119873046875,1
2022-01-15 08:00:00+00:00,1994.5,2016.3651123046875,1
2022-01-15 09:00:00+00:00,2031.5,1828.6529541015625,1
2022-01-15 10:00:00+00:00,1881.5,1809.270263671875,1
2022-01-15 11:00:00+00:00,1856.5,1873.5543212890625,1
2022-01-15 12:00:00+00:00,1920.0,1787.7579345703125,1
2022-01-15 13:00:00+00:00,2204.5,1923.21533203125,1
2022-01-15 14:00:00+00:00,2444.0,1852.6024169921875,1
2022-01-15 15:00:00+00:00,2430.5,2052.70703125,1
2022-01-15 16:00:00+00:00,2731.5,2871.69091796875,1
2022-01-15 17:00:00+00:00,3255.5,3364.022216796875,1
2022-01-15 18:00:00+00:00,3863.5,3423.886962890625,1
2022-01-15 19:00:00+00:00,4267.5,3771.687744140625,1
2022-01-15 20:00:00+00:00,4203.0,4350.275390625,1
2022-01-15 21:00:00+00:00,4965.5,5063.99267578125,1
2022-01-15 22:00:00+00:00,5995.0,5771.9384765625,1
2022-01-15 23:00:00+00:00,4090.5,6131.5185546875,1
2022-01-16 00:00:00+00:00,7248.0,6294.40625,1
2022-01-16 01:00:00+00:00,8111.0,6320.884765625,1
2022-01-16 02:00:00+00:00,8106.0,6318.32275390625,1
2022-01-16 03:00:00+00:00,8033.5,6066.126953125,1
2022-01-16 04:00:00+00:00,8066.5,6246.642578125,1
2022-01-16 05:00:00+00:00,7579.0,6643.06396484375,1
2022-01-16 06:00:00+00:00,7454.0,6594.927734375,1
2022-01-16 07:00:00+00:00,7629.0,6974.61376953125,1
2022-01-16 08:00:00+00:00,7262.5,7046.859375,1
2022-01-16 09:00:00+00:00,7891.0,7001.6455078125,1
2022-01-16 10:00:00+00:00,8378.5,7197.04296875,1
2022-01-16 11:00:00+00:00,8308.0,7053.6328125,1
2022-01-16 12:00:00+00:00,7918.0,6535.45703125,1
2022-01-16 13:00:00+00:00,7545.5,6564.77392578125,1
2022-01-16 14:00:00+00:00,7932.5,6715.474609375,1
2022-01-16 15:00:00+00:00,7800.0,6024.21826171875,1
2022-01-16 16:00:00+00:00,8147.5,5633.54248046875,1
2022-01-16 17:00:00+00:00,8120.0,6111.0419921875,1
2022-01-16 18:00:00+00:00,8212.5,5940.98486328125,1
2022-01-16 19:00:00+00:00,8120.5,5943.25634765625,1
